Gender,MaritalStatus,Age,Accommodation,Faculty,SecSchType ,HealthCondition, LevelOfStudy,LectureAttend,ClassActive,LateFreq,StudyHours,CGPA,TechUtilization,EmpStatus,SocialMedia,StressMang,SadFreq,StudentAssoc,ExtracurricularAct,YearsBefAdmission,FamilySize,SponsorType,SponsorIncome,SponsorSupport, HomeResp,ProgramPref,OnlineResources,TeachStaffComp,QualityOfFacilities,ClassSize,InternetAccess,LecClarification,LecSupport,TeachnApproach,TeachnResources,TopicDensity,LecAbsFreq,LecPuctuality,TeachExperience
Male,Single,31-35,Off-campus,Physical Sciences,Public,No,500,Agree,Occasionally,Twice a week,5-10 hours,2.40 - 3.49,Very frequently,No,2-3 hours,Moderate,Sometimes,Yes,Occasionally,2-3 years,5-9 members,Self-sponsored,"Below N80,000",Average,Occasionally,Yes,Very poor,Good,Average,No,Strongly disagree,Average,Poor,Rarely,Occasionally,Agree,Agree,Agree,Average
Male,Single,16-20,On-campus,Physical Sciences,Public,No,200,Disagree,Rarely,Rarely,5-10 hours,3.50 - 4.49,Frequently,No,2-3 hours,Moderate,Never,Yes,Rarely,Less than 1 year,Above 9 members,Parents,"N80,000 - N150,000",High,Frequently,Yes,Excellent,Good,Average,Yes,Agree,Good,Good,Frequently,Frequently,Agree,Agree,Strongly agree,Excellent
Male,Single,21-25,Off-campus,Physical Sciences,Public,No,200,Agree,Occasionally,Twice a week,10-15 hours,2.40 - 3.49,Frequently,Yes,2-3 hours,Moderate,Often,No,Rarely,1-2 years,Above 9 members,Parents,"Below N80,000",Average,Very frequently,No,Average,Good,Average,No,Disagree,Good,Average,Rarely,Frequently,Agree,Agree,Agree,Good
Male,Single,21-25,Off-campus,Agriculture,Public,No,500,Disagree,Occasionally,Rarely,5-10 hours,3.50 - 4.49,Frequently,Yes,1-2 hours,High,Sometimes,No,Never,Less than 1 year,Above 9 members,Guardian,"N80,000 - N150,000",High,Occasionally,Yes,Very poor,Average,Poor,No,Strongly disagree,Average,Average,Rarely,Rarely,Agree,Strongly agree,Strongly agree,Average
Male,Single,26-30,On-campus,Social and Management Science,Public,No,500,Disagree,Occasionally,Once a week,5-10 hours,2.40 - 3.49,Very frequently,No,Less than 1 hour,Moderate,Sometimes,Yes,Never,1-2 years,Above 9 members,Parents,"Below N80,000",Average,Frequently,Yes,Average,Good,Poor,Yes,Disagree,Good,Average,Occasionally,Occasionally,Agree,Agree,Disagree,Good
Female,Married,21-25,On-campus,Engineering,Private,No,500,Agree,Rarely,Almost every day,Less than 5 hours,3.50 - 4.49,Very frequently,No,More than 4 hours,Moderate,Sometimes,No,Rarely,Less than 1 year,Above 9 members,Guardian,"Above N150,000",Average,Frequently,No,Average,Good,Good,Yes,Disagree,Good,Good,Occasionally,Frequently,Disagree,Strongly disagree,Strongly disagree,Good
Male,Single,21-25,Off-campus,Engineering,Public,No,400,Disagree,Rarely,Rarely,Less than 5 hours,1.50 - 2.39,Very frequently,No,More than 4 hours,Moderate,Sometimes,Yes,Very frequently,1-2 years,5-9 members,Guardian,"N80,000 - N150,000",Average,Frequently,No,Very poor,Good,Poor,No,Disagree,Average,Poor,Rarely,Frequently,Agree,Agree,Agree,Good
Male,Single,21-25,On-campus,Life Sciences,Private,No,300,Agree,Occasionally,Never,10-15 hours,3.50 - 4.49,Frequently,No,More than 4 hours,High,Sometimes,No,Rarely,1-2 years,5-9 members,Parents,"Below N80,000",Average,Very frequently,Yes,Poor,Good,Good,Yes,Disagree,Average,Average,Rarely,Occasionally,Agree,Agree,Strongly agree,Average
Female,Single,16-20,On-campus,Life Sciences,Private,No,200,Strongly disagree,Never,Rarely,10-15 hours,4.50 - 5.00,Very frequently,No,3-4 hours,Moderate,Very often,No,Occasionally,1-2 years,5-9 members,Parents,"Above N150,000",High,Not at all,Yes,Very poor,Average,Average,Yes,Disagree,Good,Excellent,Always,Always,Disagree,Strongly disagree,Strongly disagree,Excellent
Male,Single,21-25,On-campus,Education,Public,No,300,Disagree,Never,Once a week,Less than 5 hours,2.40 - 3.49,Rarely,No,Less than 1 hour,High,Very often,No,Never,1-2 years,Above 9 members,Parents,"Below N80,000",Low,Not at all,Yes,Average,Good,Good,Yes,Agree,Good,Average,Never,Rarely,Disagree,Disagree,Disagree,Average
Male,Single,16-20,On-campus,Environmental,Private,No,200,Agree,Frequently,Once a week,15-20 hours,3.50 - 4.49,Very frequently,No,More than 4 hours,Very high,Sometimes,No,Rarely,Less than 1 year,5-9 members,Parents,"Above N150,000",Average,Very frequently,Yes,Poor,Good,Average,No,Disagree,Average,Average,Frequently,Rarely,Agree,Agree,Strongly agree,Good
Female,Single,21-25,On-campus,Life Sciences,Private,No,300,Strongly disagree,Rarely,Never,5-10 hours,3.50 - 4.49,Frequently,Yes,1-2 hours,Moderate,Sometimes,No,Never,Less than 1 year,5-9 members,Parents,"Below N80,000",Average,Occasionally,Yes,Poor,Average,Very poor,No,Disagree,Average,Average,Rarely,Occasionally,Agree,Strongly agree,Agree,Average
Male,Married,31-35,Living with family/relatives,Education,Public,No,500,Disagree,Very frequently,Never,Less than 5 hours,3.50 - 4.49,Very frequently,Yes,More than 4 hours,Moderate,Sometimes,Yes,Occasionally,1-2 years,1-4 members,Guardian,"N80,000 - N150,000",High,Occasionally,Yes,Good,Good,Good,Yes,Agree,Excellent,Excellent,Always,Always,Agree,Disagree,Disagree,Excellent
Female,Single,26-30,Living with family/relatives,Physical Sciences,Public,No,500,Disagree,Frequently,Never,Less than 5 hours,3.50 - 4.49,Rarely,No,1-2 hours,Moderate,Sometimes,No,Never,Less than 1 year,Above 9 members,Parents,"Below N80,000",Average,Occasionally,Yes,Excellent,Good,Good,Yes,Agree,Good,Average,Frequently,Occasionally,Agree,Agree,Disagree,Excellent
Male,Single,21-25,Off-campus,Physical Sciences,Private,No,500,Agree,Occasionally,Twice a week,Less than 5 hours,2.40 - 3.49,Very frequently,No,2-3 hours,Moderate,Never,No,Occasionally,Less than 1 year,5-9 members,Parents,"Above N150,000",High,Occasionally,Yes,Excellent,Good,Average,No,Disagree,Average,Excellent,Frequently,Frequently,Disagree,Disagree,Strongly disagree,Excellent
Male,Single,26-30,Off-campus,Agriculture,Private,No,500,Strongly disagree,Frequently,Never,5-10 hours,3.50 - 4.49,Frequently,No,1-2 hours,Moderate,Sometimes,No,Never,1-2 years,5-9 members,Guardian,"N80,000 - N150,000",Average,Occasionally,No,Good,Excellent,Good,Yes,Agree,Excellent,Good,Always,Frequently,Disagree,Disagree,Disagree,Excellent
Male,Single,31-35,Off-campus,Physical Sciences,Private,No,500,Disagree,Occasionally,Never,10-15 hours,2.40 - 3.49,Very frequently,No,2-3 hours,Moderate,Sometimes,Yes,Frequently,More than 3 years,5-9 members,Parents,"N80,000 - N150,000",High,Occasionally,Yes,Very poor,Average,Very poor,No,Disagree,Good,Average,Occasionally,Occasionally,Disagree,Disagree,Disagree,Average
Male,Single,21-25,Off-campus,Environmental,Private,No,500,Strongly agree,Occasionally,Rarely,Less than 5 hours,3.50 - 4.49,Frequently,No,2-3 hours,Moderate,Sometimes,Yes,Very frequently,Less than 1 year,Above 9 members,Parents,"Above N150,000",High,Occasionally,Yes,Good,Average,Average,No,Agree,Average,Average,Frequently,Rarely,Disagree,Strongly agree,Agree,Good
Male,Single,21-25,Living with family/relatives,Physical Sciences,Public,No,500,Strongly agree,Very frequently,Almost every day,5-10 hours,2.40 - 3.49,Frequently,Yes,2-3 hours,High,Sometimes,Yes,Frequently,Less than 1 year,5-9 members,Parents,"N80,000 - N150,000",High,Very frequently,Yes,Excellent,Good,Good,Yes,Agree,Good,Good,Frequently,Frequently,Disagree,Agree,Disagree,Good
Male,Single,21-25,Off-campus,Physical Sciences,Private,No,200,Agree,Rarely,Rarely,Less than 5 hours,2.40 - 3.49,Frequently,Yes,1-2 hours,Moderate,Sometimes,No,Occasionally,Less than 1 year,Above 9 members,Parents,"N80,000 - N150,000",High,Frequently,No,Excellent,Excellent,Excellent,Yes,Agree,Average,Average,Frequently,Frequently,Disagree,Agree,Agree,Excellent
Male,Single,21-25,Off-campus,Education,Public,No,400,Disagree,Frequently,Rarely,Less than 5 hours,1.50 - 2.39,Frequently,No,3-4 hours,Moderate,Sometimes,Yes,Never,Less than 1 year,5-9 members,Parents,"Above N150,000",High,Frequently,No,Good,Average,Average,Yes,Disagree,Average,Average,Rarely,Rarely,Agree,Agree,Agree,Average
Female,Single,21-25,On-campus,Agriculture,Private,No,300,Strongly agree,Never,Twice a week,Less than 5 hours,1.50 - 2.39,Occasionally,No,1-2 hours,Moderate,Very often,No,Never,Less than 1 year,Above 9 members,Parents,"Below N80,000",Average,Not at all,No,Poor,Good,Poor,Yes,Disagree,Good,Good,Occasionally,Rarely,Agree,Agree,Agree,Good
Male,Single,21-25,Off-campus,Environmental,Public,No,200,Agree,Never,Almost every day,5-10 hours,3.50 - 4.49,Never,Yes,1-2 hours,Very low,Very often,Yes,Occasionally,1-2 years,Above 9 members,Parents,"N80,000 - N150,000",Low,Frequently,Yes,Excellent,Excellent,Excellent,Yes,Disagree,Good,Good,Frequently,Never,Strongly agree,Agree,Agree,Average
Male,Single,16-20,Living with family/relatives,Physical Sciences,Public,No,200,Strongly disagree,Rarely,Never,5-10 hours,1.50 - 2.39,Rarely,No,Less than 1 hour,Very low,Very often,No,Never,Less than 1 year,5-9 members,Parents,"Below N80,000",High,Very frequently,No,Very poor,Excellent,Poor,No,Strongly agree,Excellent,Excellent,Always,Frequently,Strongly agree,Strongly disagree,Strongly disagree,Excellent
Male,Single,21-25,On-campus,Physical Sciences,Public,No,400,Agree,Very frequently,Almost every day,More than 20 hours,3.50 - 4.49,Very frequently,No,3-4 hours,Very high,Never,No,Never,Less than 1 year,5-9 members,Parents,"N80,000 - N150,000",High,Very frequently,Yes,Excellent,Excellent,Very poor,Yes,Agree,Excellent,Excellent,Always,Always,Strongly disagree,Strongly disagree,Strongly disagree,Excellent
Male,Single,21-25,Off-campus,Physical Sciences,Private,No,500,Disagree,Occasionally,Rarely,5-10 hours,2.40 - 3.49,Frequently,No,More than 4 hours,Moderate,Often,Yes,Occasionally,1-2 years,1-4 members,Self-sponsored,"N80,000 - N150,000",Average,Frequently,Yes,Poor,Good,Average,No,Disagree,Average,Average,Frequently,Occasionally,Agree,Agree,Agree,Average
Male,Single,21-25,Off-campus,Physical Sciences,Public,No,500,Agree,Rarely,Twice a week,5-10 hours,2.40 - 3.49,Frequently,No,3-4 hours,Moderate,Very often,No,Occasionally,Less than 1 year,5-9 members,Parents,"Below N80,000",High,Frequently,Yes,Poor,Average,Poor,No,Strongly disagree,Average,Good,Frequently,Occasionally,Agree,Disagree,Disagree,Average
Female,Single,26-30,On-campus,Physical Sciences,Private,Yes,500,Agree,Very frequently,Never,10-15 hours,2.40 - 3.49,Very frequently,No,3-4 hours,Moderate,Sometimes,Yes,Occasionally,Less than 1 year,Above 9 members,Parents,"Below N80,000",Average,Very frequently,Yes,Excellent,Good,Average,Yes,Agree,Good,Good,Always,Always,Disagree,Strongly agree,Agree,Good
Male,Single,21-25,Off-campus,Physical Sciences,Private,No,500,Agree,Rarely,Rarely,Less than 5 hours,3.50 - 4.49,Very frequently,No,More than 4 hours,Very high,Very often,No,Never,1-2 years,Above 9 members,Parents,"N80,000 - N150,000",High,Occasionally,Yes,Average,Good,Average,Yes,Disagree,Average,Average,Occasionally,Occasionally,Agree,Disagree,Agree,Average
Male,Single,21-25,Living with family/relatives,Physical Sciences,Public,No,300,Disagree,Frequently,Rarely,Less than 5 hours,3.50 - 4.49,Very frequently,Yes,1-2 hours,Low,Sometimes,Yes,Rarely,Less than 1 year,5-9 members,Self-sponsored,"Below N80,000",Low,Frequently,Yes,Average,Excellent,Average,Yes,Disagree,Excellent,Good,Always,Always,Disagree,Disagree,Strongly disagree,Excellent
Male,Single,21-25,Off-campus,Physical Sciences,Public,No,500,Disagree,Occasionally,Once a week,5-10 hours,3.50 - 4.49,Rarely,Yes,2-3 hours,Moderate,Sometimes,Yes,Never,Less than 1 year,Above 9 members,Self-sponsored,"Below N80,000",Low,Occasionally,Yes,Poor,Good,Poor,Yes,Agree,Good,Good,Always,Occasionally,Disagree,Agree,Disagree,Good
Male,Single,21-25,Living with family/relatives,Physical Sciences,Public,No,500,Disagree,Rarely,Rarely,Less than 5 hours,2.40 - 3.49,Very frequently,No,3-4 hours,Moderate,Sometimes,No,Occasionally,Less than 1 year,1-4 members,Parents,"N80,000 - N150,000",High,Frequently,No,Good,Good,Poor,Yes,Agree,Average,Average,Occasionally,Occasionally,Agree,Agree,Agree,Average
Male,Single,21-25,Living with family/relatives,Physical Sciences,Private,Yes,400,Strongly disagree,Never,Twice a week,Less than 5 hours,3.50 - 4.49,Very frequently,Yes,2-3 hours,Moderate,Often,No,Never,1-2 years,5-9 members,Parents,"Above N150,000",Average,Very frequently,Yes,Poor,Average,Very poor,No,Strongly disagree,Good,Average,Frequently,Frequently,Agree,Disagree,Disagree,Good
Female,Single,21-25,Living with family/relatives,Life Sciences,Private,Yes,200,Disagree,Never,Rarely,10-15 hours,4.50 - 5.00,Very frequently,No,3-4 hours,Moderate,Sometimes,No,Rarely,Less than 1 year,Above 9 members,Parents,"N80,000 - N150,000",High,Occasionally,Yes,Average,Good,Average,Yes,Disagree,Good,Good,Frequently,Occasionally,Strongly agree,Agree,Agree,Excellent
Female,Single,16-20,On-campus,Life Sciences,Private,No,200,Strongly disagree,Occasionally,Twice a week,15-20 hours,4.50 - 5.00,Very frequently,No,1-2 hours,Moderate,Sometimes,No,Rarely,Less than 1 year,5-9 members,Parents,"N80,000 - N150,000",High,Occasionally,Yes,Average,Good,Good,Yes,Disagree,Good,Good,Frequently,Frequently,Strongly agree,Disagree,Agree,Good
Male,Single,26-30,Living with family/relatives,Physical Sciences,Public,No,300,Disagree,Very frequently,Almost every day,More than 20 hours,3.50 - 4.49,Very frequently,No,2-3 hours,Moderate,Very often,Yes,Very frequently,1-2 years,Above 9 members,Parents,"N80,000 - N150,000",Average,Not at all,Yes,Good,Good,Excellent,Yes,Agree,Excellent,Excellent,Always,Always,Agree,Disagree,Disagree,Excellent
Male,Single,16-20,On-campus,Life Sciences,Private,No,200,Disagree,Occasionally,Once a week,Less than 5 hours,4.50 - 5.00,Very frequently,No,2-3 hours,Moderate,Sometimes,No,Rarely,Less than 1 year,5-9 members,Parents,"Above N150,000",High,Frequently,Yes,Average,Good,Good,Yes,Strongly disagree,Good,Average,Frequently,Occasionally,Disagree,Disagree,Agree,Good
Male,Single,16-20,On-campus,Life Sciences,Private,No,200,Disagree,Frequently,Once a week,More than 20 hours,3.50 - 4.49,Frequently,Yes,1-2 hours,Moderate,Often,No,Occasionally,Less than 1 year,Above 9 members,Parents,"Above N150,000",High,Frequently,Yes,Poor,Good,Good,No,Strongly disagree,Good,Average,Occasionally,Occasionally,Agree,Disagree,Disagree,Average
Male,Single,16-20,Off-campus,Physical Sciences,Public,No,500,Disagree,Occasionally,Never,5-10 hours,2.40 - 3.49,Very frequently,Yes,More than 4 hours,High,Sometimes,Yes,Frequently,2-3 years,5-9 members,Parents,"Below N80,000",Average,Occasionally,Yes,Excellent,Excellent,Excellent,Yes,Agree,Excellent,Excellent,Frequently,Frequently,Agree,Agree,Agree,Excellent
Male,Single,21-25,On-campus,Social and Management Science,Private,No,300,Disagree,Frequently,Twice a week,5-10 hours,3.50 - 4.49,Frequently,No,3-4 hours,Moderate,Sometimes,Yes,Frequently,Less than 1 year,5-9 members,Parents,"Below N80,000",High,Frequently,Yes,Average,Good,Average,Yes,Agree,Average,Average,Occasionally,Rarely,Agree,Agree,Agree,Excellent
Male,Single,21-25,On-campus,Physical Sciences,Public,No,400,Strongly disagree,Frequently,Rarely,5-10 hours,2.40 - 3.49,Very frequently,No,2-3 hours,High,Sometimes,Yes,Never,More than 3 years,1-4 members,Parents,"Below N80,000",High,Occasionally,No,Very poor,Good,Very poor,No,Strongly disagree,Excellent,Good,Always,Frequently,Disagree,Agree,Disagree,Good
Male,Widowed,16-20,On-campus,Life Sciences,Private,Yes,200,Strongly disagree,Rarely,Once a week,15-20 hours,3.50 - 4.49,Very frequently,Yes,2-3 hours,High,Often,No,Occasionally,Less than 1 year,Above 9 members,Parents,"Above N150,000",High,Frequently,Yes,Poor,Good,Very poor,Yes,Disagree,Good,Good,Always,Always,Agree,Disagree,Agree,Good
Female,Single,16-20,On-campus,Life Sciences,Private,No,200,Agree,Rarely,Almost every day,Less than 5 hours,3.50 - 4.49,Frequently,No,More than 4 hours,Very low,Sometimes,No,Never,Less than 1 year,1-4 members,Parents,"Above N150,000",High,Frequently,Yes,Average,Average,Average,Yes,Disagree,Average,Average,Occasionally,Rarely,Agree,Agree,Agree,Average
Female,Single,21-25,On-campus,Physical Sciences,Private,No,400,Disagree,Occasionally,Never,5-10 hours,2.40 - 3.49,Frequently,No,2-3 hours,Moderate,Often,Yes,Never,Less than 1 year,5-9 members,Parents,"Below N80,000",High,Occasionally,No,Poor,Average,Poor,No,Strongly disagree,Average,Average,Occasionally,Never,Agree,Agree,Agree,Good
Male,Single,26-30,On-campus,Education,Public,No,500,Strongly agree,Occasionally,Almost every day,Less than 5 hours,2.40 - 3.49,Very frequently,Yes,More than 4 hours,Moderate,Sometimes,Yes,Occasionally,1-2 years,Above 9 members,Self-sponsored,"Below N80,000",High,Very frequently,Yes,Excellent,Excellent,Excellent,Yes,Strongly disagree,Excellent,Excellent,Always,Always,Strongly disagree,Disagree,Disagree,Excellent
Male,Married,36 or above,Living with family/relatives,Physical Sciences,Public,No,300,Agree,Occasionally,Once a week,5-10 hours,3.50 - 4.49,Frequently,Yes,2-3 hours,Moderate,Sometimes,No,Rarely,Less than 1 year,1-4 members,Self-sponsored,"N80,000 - N150,000",Average,Not at all,Yes,Average,Good,Average,Yes,Disagree,Excellent,Good,Frequently,Occasionally,Agree,Disagree,Disagree,Good
Female,Single,21-25,On-campus,Physical Sciences,Private,Yes,500,Disagree,Occasionally,Rarely,10-15 hours,2.40 - 3.49,Very frequently,No,3-4 hours,High,Often,No,Never,Less than 1 year,1-4 members,Parents,"Above N150,000",High,Occasionally,Yes,Poor,Average,Poor,No,Strongly disagree,Good,Good,Occasionally,Occasionally,Agree,Agree,Agree,Average
Male,Single,16-20,On-campus,Life Sciences,Private,No,200,Agree,Frequently,Once a week,Less than 5 hours,4.50 - 5.00,Very frequently,No,2-3 hours,Low,Sometimes,No,Very frequently,Less than 1 year,5-9 members,Parents,"Above N150,000",High,Occasionally,Yes,Poor,Excellent,Good,Yes,Disagree,Good,Good,Frequently,Occasionally,Disagree,Agree,Disagree,Good
Female,Single,21-25,On-campus,Physical Sciences,Private,No,500,Agree,Never,Once a week,Less than 5 hours,3.50 - 4.49,Very frequently,No,1-2 hours,Moderate,Sometimes,Yes,Occasionally,1-2 years,5-9 members,Parents,"N80,000 - N150,000",High,Not at all,Yes,Average,Good,Very poor,No,Agree,Excellent,Good,Always,Always,Agree,Agree,Agree,Good
Male,Single,21-25,Off-campus,Physical Sciences,Private,No,500,Agree,Occasionally,Once a week,Less than 5 hours,2.40 - 3.49,Very frequently,Yes,More than 4 hours,High,Sometimes,No,Frequently,Less than 1 year,5-9 members,Parents,"Above N150,000",High,Very frequently,Yes,Poor,Average,Very poor,Yes,Strongly disagree,Good,Good,Frequently,Frequently,Agree,Agree,Agree,Good
Male,Married,31-35,Off-campus,Physical Sciences,Private,Yes,300,Agree,Frequently,Once a week,5-10 hours,2.40 - 3.49,Occasionally,No,Less than 1 hour,Moderate,Often,Yes,Occasionally,2-3 years,1-4 members,Self-sponsored,"Below N80,000",Low,Very frequently,Yes,Average,Average,Average,Yes,Agree,Good,Average,Rarely,Frequently,Agree,Agree,Agree,Average
Male,Single,21-25,On-campus,Physical Sciences,Private,No,400,Disagree,Occasionally,Rarely,Less than 5 hours,3.50 - 4.49,Very frequently,Yes,Less than 1 hour,Moderate,Never,No,Rarely,Less than 1 year,5-9 members,Parents,"Above N150,000",Average,Occasionally,Yes,Average,Excellent,Poor,Yes,Agree,Good,Good,Frequently,Occasionally,Agree,Agree,Disagree,Average
Male,Single,16-20,Off-campus,Life Sciences,Private,No,200,Strongly agree,Rarely,Rarely,10-15 hours,4.50 - 5.00,Frequently,No,More than 4 hours,Moderate,Sometimes,No,Frequently,Less than 1 year,5-9 members,Parents,"Above N150,000",High,Occasionally,Yes,Poor,Good,Poor,No,Strongly disagree,Average,Good,Frequently,Occasionally,Disagree,Agree,Agree,Excellent
Male,Single,26-30,Off-campus,Physical Sciences,Public,No,500,Agree,Occasionally,Rarely,5-10 hours,2.40 - 3.49,Frequently,No,3-4 hours,High,Sometimes,Yes,Occasionally,Less than 1 year,5-9 members,Parents,"Below N80,000",Average,Frequently,Yes,Excellent,Good,Average,Yes,Disagree,Good,Good,Occasionally,Frequently,Strongly agree,Agree,Agree,Good
